"","X2.5.","X25.","X50.","X75.","X97.5.","sp","param"
"1",2.49783898007827,2.52588095826997,2.54140606436916,2.55728892000684,2.58752254402051,"LODI","alpha[1]"
"2",2.47999027985527,2.50985053136251,2.52494538874111,2.53957897129048,2.56999295340962,"LODI","alpha[2]"
"3",2.4591227077537,2.49752891326906,2.51502123998786,2.53291238735139,2.56955585847186,"LODI","alpha[3]"
"4",2.65142984582202,2.67818050572388,2.69112012441082,2.70577649960396,2.73211379931158,"LODI","alpha[4]"
"5",2.47777818933192,2.50247101884975,2.51440059748483,2.52568937942708,2.54911150865006,"LODI","alpha[5]"
"6",2.34739129648649,2.37365100723403,2.38793314007919,2.40244569186832,2.42943609567604,"LODI","alpha[6]"
"7",2.58047218192828,2.60533733756328,2.61808932456388,2.63029396881141,2.65299692244345,"LODI","alpha[7]"
"8",2.6153875949918,2.65233986897904,2.67147414801209,2.69125730561465,2.73114186744753,"LODI","alpha[8]"
"9",-0.328231135299064,-0.309765158903796,-0.298512135870294,-0.287746794132187,-0.267498554223897,"LODI","beta"
"10",2.46432277003657,2.52890547143313,2.55901539649831,2.58654060110579,2.65724858810859,"LODI","mu.alpha"
"11",0.218707704637148,0.224892106954454,0.228178711405446,0.231596549636161,0.237705471518595,"LODI","sigma"
"12",2.16659216675321,2.19190453829051,2.20515402607489,2.21836695792631,2.2453261592662,"LIKE","alpha[1]"
"13",2.34464745699698,2.37257063831504,2.3870232371494,2.40110757061981,2.42569625325277,"LIKE","alpha[2]"
"14",2.39671138402875,2.42219113860892,2.43623621653482,2.451309579634,2.47741873667395,"LIKE","alpha[3]"
"15",2.70032616723571,2.75417384707188,2.7842726736693,2.81582980028227,2.87000790307828,"LIKE","alpha[4]"
"16",-0.351230632527193,-0.326035516101412,-0.312116991986571,-0.298718033708166,-0.273446527190814,"LIKE","beta"
"17",1.9554880025335,2.34653250190096,2.4466499994005,2.55021359687279,2.95779521304949,"LIKE","mu.alpha"
"18",0.365388783534352,0.373564305813341,0.378632194976824,0.383527213451248,0.393407576864635,"LIKE","sigma"
