"","X2.5.","X25.","X50.","X75.","X97.5.","sp","param"
"1",2.46641287308434,2.51660020127779,2.54313554877992,2.56893698939734,2.62445213238645,"LODI","alpha[1]"
"2",2.48015896129226,2.51672014881782,2.53479861260629,2.55452748730854,2.59184841778329,"LODI","alpha[2]"
"3",2.4397862616527,2.49214063665184,2.51837625627444,2.54462516232798,2.597097378904,"LODI","alpha[3]"
"4",2.59982723167753,2.63353362852705,2.65040412629492,2.66728670654999,2.70186571236644,"LODI","alpha[4]"
"5",2.38981919851595,2.41235447086515,2.42408570844386,2.43583479495659,2.46050772587589,"LODI","alpha[5]"
"6",2.31018546850007,2.33537380192723,2.34837770135791,2.36159405141842,2.38672967430145,"LODI","alpha[6]"
"7",2.84302302741816,2.87725949423321,2.89431191615507,2.91194640844166,2.94528130526967,"LODI","alpha[7]"
"8",2.61472085272643,2.6529870657802,2.67519228405917,2.69696834954513,2.73746158699665,"LODI","alpha[8]"
"9",-0.390423443942216,-0.326961111107155,-0.297582808805734,-0.267796363465184,-0.212071974848304,"LODI","beta[1]"
"10",-0.395776857100262,-0.342929579769035,-0.317117390209609,-0.290046628551219,-0.241907575610663,"LODI","beta[2]"
"11",-0.396385616646434,-0.329480702910164,-0.298179668600347,-0.265421344935658,-0.202583494490702,"LODI","beta[3]"
"12",-0.297159331893663,-0.254476249397282,-0.232096782378639,-0.211414989152108,-0.16793612131617,"LODI","beta[4]"
"13",-0.0839261107432464,-0.0448186121132442,-0.0236983117270867,-0.002153636266273,0.0381233241968587,"LODI","beta[5]"
"14",-0.0958635506477319,-0.0215751749880343,0.0174537389234233,0.0569739504582279,0.13010339352809,"LODI","beta[6]"
"15",-0.725222479958135,-0.683600987352509,-0.663285061870456,-0.643085091015011,-0.603629009172583,"LODI","beta[7]"
"16",-0.406205885664033,-0.336932876319526,-0.303230768112248,-0.266043384577549,-0.196832415557301,"LODI","beta[8]"
"17",2.41572870800623,2.52126673506776,2.56969336369988,2.61897928887082,2.71441583292158,"LODI","mu.alpha"
"18",-0.444071097113662,-0.319700382128603,-0.257868973706797,-0.19940169675463,-0.0756591336947919,"LODI","mu.beta"
"19",0.196881245523538,0.20229361950114,0.204933340290158,0.20782422975285,0.213425008015645,"LODI","sigma"
"20",2.15998347456294,2.19340348787701,2.2112437959812,2.22906874627564,2.26343903175255,"LIKE","alpha[1]"
"21",2.40492554710851,2.43409094390181,2.45032372164647,2.46675961288048,2.49643050968333,"LIKE","alpha[2]"
"22",2.33057744510296,2.36453675463719,2.38084946334166,2.39806212599364,2.43248943417966,"LIKE","alpha[3]"
"23",2.50625116760055,2.59482828584676,2.6357873693063,2.67976373409406,2.7664375649975,"LIKE","alpha[4]"
"24",-0.387176697305445,-0.342175534038134,-0.320285762864318,-0.299976162648378,-0.259627468243051,"LIKE","beta[1]"
"25",-0.600163605742915,-0.542614413156324,-0.512914893849405,-0.48687799657794,-0.429504345278651,"LIKE","beta[2]"
"26",-0.266778631827054,-0.221154710000478,-0.195520055095346,-0.171014638306287,-0.122878293529842,"LIKE","beta[3]"
"27",-0.227170151760247,-0.118544472093902,-0.0645792018813826,-0.01027219761995,0.0978714484011319,"LIKE","beta[4]"
"28",1.84724558021159,2.31336984653099,2.41512763497086,2.5106620431135,2.87908816978009,"LIKE","mu.alpha"
"29",-0.849451228061209,-0.380248287824237,-0.270692499277197,-0.153880099338222,0.335314436870851,"LIKE","mu.beta"
"30",0.359070966076043,0.368374548285032,0.373405597547225,0.378161458414123,0.386757259201467,"LIKE","sigma"
