"","study","Date","Temperature_C","Year","hadLong","hadLat"
"35","Roy2003",1872-11-16,16.5986061096191,1872,-117.824,33.542
"36","Roy2003",1872-12-16,15.1448545455933,1872,-117.824,33.542
"37","Roy2003",1873-01-16,14.6504278182983,1873,-117.824,33.542
"38","Roy2003",1873-02-15,13.9177188873291,1873,-117.824,33.542
"39","Roy2003",1873-03-16,13.4238967895508,1873,-117.824,33.542
"40","Roy2003",1873-04-16,14.7978286743164,1873,-117.824,33.542
"41","Roy2003",1873-05-16,14.9492950439453,1873,-117.824,33.542
"42","Roy2003",1873-06-16,15.8487863540649,1873,-117.824,33.542
"43","Roy2003",1873-07-16,17.8616561889648,1873,-117.824,33.542
"44","Roy2003",1873-08-16,19.534854888916,1873,-117.824,33.542
"45","Roy2003",1873-09-16,19.2493419647217,1873,-117.824,33.542
"46","Roy2003",1873-10-16,18.244800567627,1873,-117.824,33.542
"47","Roy2003",1873-11-16,16.6586055755615,1873,-117.824,33.542
"48","Roy2003",1873-12-16,15.1138544082642,1873,-117.824,33.542
"49","Roy2003",1874-01-16,14.6884279251099,1874,-117.824,33.542
"50","Roy2003",1874-02-15,13.685718536377,1874,-117.824,33.542
"51","Roy2003",1874-03-16,13.5118961334229,1874,-117.824,33.542
"52","Roy2003",1874-04-16,14.036828994751,1874,-117.824,33.542
"53","Roy2003",1874-05-16,14.1932945251465,1874,-117.824,33.542
"54","Roy2003",1874-06-16,15.396785736084,1874,-117.824,33.542
"55","Roy2003",1874-07-16,17.1386566162109,1874,-117.824,33.542
"56","Roy2003",1874-08-16,17.9388542175293,1874,-117.824,33.542
"57","Roy2003",1874-09-16,18.2323417663574,1874,-117.824,33.542
"58","Roy2003",1874-10-16,17.4398002624512,1874,-117.824,33.542
"59","Roy2003",1874-11-16,16.1316051483154,1874,-117.824,33.542
"60","Roy2003",1874-12-16,14.6668539047241,1874,-117.824,33.542
"61","Roy2003",1875-01-16,13.9654273986816,1875,-117.824,33.542
"62","Roy2003",1875-02-15,13.6927185058594,1875,-117.824,33.542
"63","Roy2003",1875-03-16,14.0288963317871,1875,-117.824,33.542
"64","Roy2003",1875-04-16,14.5678291320801,1875,-117.824,33.542
"65","Roy2003",1875-05-16,15.2772951126099,1875,-117.824,33.542
"66","Roy2003",1875-06-16,15.880786895752,1875,-117.824,33.542
"67","Roy2003",1875-07-16,16.9386558532715,1875,-117.824,33.542
"68","Roy2003",1875-08-16,18.925853729248,1875,-117.824,33.542
"69","Roy2003",1875-09-16,18.7123413085938,1875,-117.824,33.542
"70","Roy2003",1875-10-16,18.39280128479,1875,-117.824,33.542
"71","Roy2003",1875-11-16,17.0476055145264,1875,-117.824,33.542
"72","Roy2003",1875-12-16,15.042854309082,1875,-117.824,33.542
"73","Roy2003",1876-01-16,14.3984279632568,1876,-117.824,33.542
"74","Roy2003",1876-02-15,13.9077186584473,1876,-117.824,33.542
"75","Roy2003",1876-03-16,13.7138957977295,1876,-117.824,33.542
"76","Roy2003",1876-04-16,13.7118282318115,1876,-117.824,33.542
"77","Roy2003",1876-05-16,13.9112949371338,1876,-117.824,33.542
"78","Roy2003",1876-06-16,15.5517864227295,1876,-117.824,33.542
"79","Roy2003",1876-07-16,17.5426559448242,1876,-117.824,33.542
"80","Roy2003",1876-08-16,18.667854309082,1876,-117.824,33.542
"81","Roy2003",1876-09-16,18.0853424072266,1876,-117.824,33.542
"82","Roy2003",1876-10-16,17.9228000640869,1876,-117.824,33.542
"83","Roy2003",1876-11-16,16.6516056060791,1876,-117.824,33.542
"84","Roy2003",1876-12-16,15.055853843689,1876,-117.824,33.542
"85","Roy2003",1877-01-16,13.9044275283813,1877,-117.824,33.542
"86","Roy2003",1877-02-15,14.4707183837891,1877,-117.824,33.542
"87","Roy2003",1877-03-16,14.3918972015381,1877,-117.824,33.542
"88","Roy2003",1877-04-16,15.0358276367188,1877,-117.824,33.542
"89","Roy2003",1877-05-16,15.356294631958,1877,-117.824,33.542
"90","Roy2003",1877-06-16,16.6737861633301,1877,-117.824,33.542
"91","Roy2003",1877-07-16,18.6176567077637,1877,-117.824,33.542
"92","Roy2003",1877-08-16,19.4478530883789,1877,-117.824,33.542
"93","Roy2003",1877-09-16,19.8643417358398,1877,-117.824,33.542
"94","Roy2003",1877-10-16,19.0298004150391,1877,-117.824,33.542
"95","Roy2003",1877-11-16,17.0396060943604,1877,-117.824,33.542
"96","Roy2003",1877-12-16,16.5208549499512,1877,-117.824,33.542
"97","Roy2003",1878-01-16,15.6004276275635,1878,-117.824,33.542
"98","Roy2003",1878-02-15,15.4227199554443,1878,-117.824,33.542
"99","Roy2003",1878-03-16,14.9478969573975,1878,-117.824,33.542
"100","Roy2003",1878-04-16,15.786828994751,1878,-117.824,33.542
"101","Roy2003",1878-05-16,16.0432949066162,1878,-117.824,33.542
"102","Roy2003",1878-06-16,16.9737873077393,1878,-117.824,33.542
"103","Roy2003",1878-07-16,18.2426567077637,1878,-117.824,33.542
"104","Roy2003",1878-08-16,19.1248550415039,1878,-117.824,33.542
"105","Roy2003",1878-09-16,18.9463424682617,1878,-117.824,33.542
"106","Roy2003",1878-10-16,18.1947994232178,1878,-117.824,33.542
"107","Roy2003",1878-11-16,16.2356052398682,1878,-117.824,33.542
"108","Roy2003",1878-12-16,15.1308536529541,1878,-117.824,33.542
"109","Roy2003",1879-01-16,14.0854272842407,1879,-117.824,33.542
"110","Roy2003",1879-02-15,13.8277187347412,1879,-117.824,33.542
"111","Roy2003",1879-03-16,14.0128974914551,1879,-117.824,33.542
"112","Roy2003",1879-04-16,14.3528289794922,1879,-117.824,33.542
"113","Roy2003",1879-05-16,14.8582944869995,1879,-117.824,33.542
"114","Roy2003",1879-06-16,15.3237857818604,1879,-117.824,33.542
"115","Roy2003",1879-07-16,17.1316566467285,1879,-117.824,33.542
"116","Roy2003",1879-08-16,18.1608543395996,1879,-117.824,33.542
"117","Roy2003",1879-09-16,18.7123413085938,1879,-117.824,33.542
"118","Roy2003",1879-10-16,17.74880027771,1879,-117.824,33.542
"119","Roy2003",1879-11-16,16.3716049194336,1879,-117.824,33.542
"120","Roy2003",1879-12-16,15.1108541488647,1879,-117.824,33.542
"121","Roy2003",1880-01-16,14.1804275512695,1880,-117.824,33.542
"122","Roy2003",1880-02-15,13.9197196960449,1880,-117.824,33.542
"123","Roy2003",1880-03-16,13.864896774292,1880,-117.824,33.542
"124","Roy2003",1880-04-16,14.6048278808594,1880,-117.824,33.542
"125","Roy2003",1880-05-16,14.5742950439453,1880,-117.824,33.542
"126","Roy2003",1880-06-16,15.4227867126465,1880,-117.824,33.542
"127","Roy2003",1880-07-16,17.1026573181152,1880,-117.824,33.542
"128","Roy2003",1880-08-16,18.7058563232422,1880,-117.824,33.542
"129","Roy2003",1880-09-16,18.2643413543701,1880,-117.824,33.542
"130","Roy2003",1880-10-16,17.566801071167,1880,-117.824,33.542
"131","Roy2003",1880-11-16,16.3386058807373,1880,-117.824,33.542
"132","Roy2003",1880-12-16,15.1158542633057,1880,-117.824,33.542
"133","Roy2003",1881-01-16,14.0464277267456,1881,-117.824,33.542
"134","Roy2003",1881-02-15,13.5827198028564,1881,-117.824,33.542
"135","Roy2003",1881-03-16,14.5458965301514,1881,-117.824,33.542
"136","Roy2003",1881-04-16,15.2548294067383,1881,-117.824,33.542
"137","Roy2003",1881-05-16,15.6752948760986,1881,-117.824,33.542
"138","Roy2003",1881-06-16,15.9897861480713,1881,-117.824,33.542
"139","Roy2003",1881-07-16,17.1476554870605,1881,-117.824,33.542
"140","Roy2003",1881-08-16,18.0458564758301,1881,-117.824,33.542
"141","Roy2003",1881-09-16,17.8213424682617,1881,-117.824,33.542
"142","Roy2003",1881-10-16,17.1268005371094,1881,-117.824,33.542
"143","Roy2003",1881-11-16,15.2280311584473,1881,-117.824,33.542
"144","Roy2003",1881-12-16,14.0778541564941,1881,-117.824,33.542
"145","Roy2003",1882-01-16,13.1634273529053,1882,-117.824,33.542
"146","Roy2003",1882-02-15,13.3197193145752,1882,-117.824,33.542
"147","Roy2003",1882-03-16,13.1298961639404,1882,-117.824,33.542
"148","Roy2003",1882-04-16,14.0438289642334,1882,-117.824,33.542
"149","Roy2003",1882-05-16,14.6442947387695,1882,-117.824,33.542
"150","Roy2003",1882-06-16,15.6977863311768,1882,-117.824,33.542
"151","Roy2003",1882-07-16,16.8566551208496,1882,-117.824,33.542
"152","Roy2003",1882-08-16,18.3978538513184,1882,-117.824,33.542
"153","Roy2003",1882-09-16,18.0213413238525,1882,-117.824,33.542
"154","Roy2003",1882-10-16,17.4918003082275,1882,-117.824,33.542
"155","Roy2003",1882-11-16,16.1276054382324,1882,-117.824,33.542
"156","Roy2003",1882-12-16,14.5848541259766,1882,-117.824,33.542
"157","Roy2003",1883-01-16,13.3264274597168,1883,-117.824,33.542
"158","Roy2003",1883-02-15,13.6277198791504,1883,-117.824,33.542
"159","Roy2003",1883-03-16,14.0278968811035,1883,-117.824,33.542
"160","Roy2003",1883-04-16,15.1908283233643,1883,-117.824,33.542
"161","Roy2003",1883-05-16,15.6932945251465,1883,-117.824,33.542
"162","Roy2003",1883-06-16,16.7117862701416,1883,-117.824,33.542
"163","Roy2003",1883-07-16,17.7546577453613,1883,-117.824,33.542
"164","Roy2003",1883-08-16,19.2128562927246,1883,-117.824,33.542
"165","Roy2003",1883-09-16,18.5746402740479,1883,-117.824,33.542
"166","Roy2003",1883-10-16,17.3218002319336,1883,-117.824,33.542
"167","Roy2003",1883-11-16,16.3906059265137,1883,-117.824,33.542
"168","Roy2003",1883-12-16,14.6658544540405,1883,-117.824,33.542
"169","Roy2003",1884-01-16,14.0284271240234,1884,-117.824,33.542
"170","Roy2003",1884-02-15,13.9817199707031,1884,-117.824,33.542
"171","Roy2003",1884-03-16,14.4228973388672,1884,-117.824,33.542
"172","Roy2003",1884-04-16,15.536828994751,1884,-117.824,33.542
"173","Roy2003",1884-05-16,15.6432952880859,1884,-117.824,33.542
"174","Roy2003",1884-06-16,16.4367866516113,1884,-117.824,33.542
"175","Roy2003",1884-07-16,18.2266578674316,1884,-117.824,33.542
"176","Roy2003",1884-08-16,19.5398559570312,1884,-117.824,33.542
"177","Roy2003",1884-09-16,19.0033416748047,1884,-117.824,33.542
"178","Roy2003",1884-10-16,18.2329998016357,1884,-117.824,33.542
"179","Roy2003",1884-11-16,16.983606338501,1884,-117.824,33.542
"180","Roy2003",1884-12-16,15.9608545303345,1884,-117.824,33.542
"181","Roy2003",1885-01-16,14.9864273071289,1885,-117.824,33.542
"182","Roy2003",1885-02-15,14.8927192687988,1885,-117.824,33.542
"183","Roy2003",1885-03-16,15.2288970947266,1885,-117.824,33.542
"184","Roy2003",1885-04-16,16.2628288269043,1885,-117.824,33.542
"185","Roy2003",1885-05-16,16.9362945556641,1885,-117.824,33.542
"186","Roy2003",1885-06-16,16.9637870788574,1885,-117.824,33.542
"187","Roy2003",1885-07-16,18.0496559143066,1885,-117.824,33.542
"188","Roy2003",1885-08-16,20.0798530578613,1885,-117.824,33.542
"189","Roy2003",1885-09-16,19.9333419799805,1885,-117.824,33.542
"190","Roy2003",1885-10-16,18.7376918792725,1885,-117.824,33.542
"191","Roy2003",1885-11-16,17.7866058349609,1885,-117.824,33.542
"192","Roy2003",1885-12-16,16.4928550720215,1885,-117.824,33.542
"193","Roy2003",1886-01-16,15.3254280090332,1886,-117.824,33.542
"194","Roy2003",1886-02-15,14.4777183532715,1886,-117.824,33.542
"195","Roy2003",1886-03-16,14.6448974609375,1886,-117.824,33.542
"196","Roy2003",1886-04-16,14.9818286895752,1886,-117.824,33.542
"197","Roy2003",1886-05-16,15.7852945327759,1886,-117.824,33.542
"198","Roy2003",1886-06-16,16.6637859344482,1886,-117.824,33.542
"199","Roy2003",1886-07-16,18.3156547546387,1886,-117.824,33.542
"200","Roy2003",1886-08-16,18.8548545837402,1886,-117.824,33.542
"201","Roy2003",1886-09-16,18.801342010498,1886,-117.824,33.542
"202","Roy2003",1886-10-16,17.6538009643555,1886,-117.824,33.542
"203","Roy2003",1886-11-16,16.2086048126221,1886,-117.824,33.542
"204","Roy2003",1886-12-16,14.5348539352417,1886,-117.824,33.542
"205","Roy2003",1887-01-16,13.557427406311,1887,-117.824,33.542
"206","Roy2003",1887-02-15,13.2597198486328,1887,-117.824,33.542
"207","Roy2003",1887-03-16,13.4688968658447,1887,-117.824,33.542
"208","Roy2003",1887-04-16,14.2518291473389,1887,-117.824,33.542
"209","Roy2003",1887-05-16,14.8172950744629,1887,-117.824,33.542
"210","Roy2003",1887-06-16,15.8207855224609,1887,-117.824,33.542
"211","Roy2003",1887-07-16,17.3566551208496,1887,-117.824,33.542
"212","Roy2003",1887-08-16,18.1212768554688,1887,-117.824,33.542
"213","Roy2003",1887-09-16,18.1613426208496,1887,-117.824,33.542
"214","Roy2003",1887-10-16,17.253101348877,1887,-117.824,33.542
"215","Roy2003",1887-11-16,16.2596054077148,1887,-117.824,33.542
"216","Roy2003",1887-12-16,15.0966148376465,1887,-117.824,33.542
"217","Roy2003",1888-01-16,13.9144277572632,1888,-117.824,33.542
"218","Roy2003",1888-02-15,14.0907192230225,1888,-117.824,33.542
"219","Roy2003",1888-03-16,14.6158962249756,1888,-117.824,33.542
"220","Roy2003",1888-04-16,15.5888290405273,1888,-117.824,33.542
"221","Roy2003",1888-05-16,16.2462959289551,1888,-117.824,33.542
"222","Roy2003",1888-06-16,17.3057861328125,1888,-117.824,33.542
"223","Roy2003",1888-07-16,17.2216567993164,1888,-117.824,33.542
"224","Roy2003",1888-08-16,19.1138534545898,1888,-117.824,33.542
"225","Roy2003",1888-09-16,20.551342010498,1888,-117.824,33.542
"226","Roy2003",1888-10-16,18.9827995300293,1888,-117.824,33.542
"227","Roy2003",1888-11-16,17.8166046142578,1888,-117.824,33.542
"228","Roy2003",1888-12-16,17.0558547973633,1888,-117.824,33.542
"229","Roy2003",1889-01-16,16.456428527832,1889,-117.824,33.542
"230","Roy2003",1889-02-15,15.3467197418213,1889,-117.824,33.542
"231","Roy2003",1889-03-16,15.1808967590332,1889,-117.824,33.542
"232","Roy2003",1889-04-16,15.5308284759521,1889,-117.824,33.542
"233","Roy2003",1889-05-16,16.1692962646484,1889,-117.824,33.542
"234","Roy2003",1889-06-16,18.2087860107422,1889,-117.824,33.542
"235","Roy2003",1889-07-16,18.3426551818848,1889,-117.824,33.542
"236","Roy2003",1889-08-16,19.5368537902832,1889,-117.824,33.542
"237","Roy2003",1889-09-16,19.4373416900635,1889,-117.824,33.542
"238","Roy2003",1889-10-16,18.0928001403809,1889,-117.824,33.542
"239","Roy2003",1889-11-16,17.1976051330566,1889,-117.824,33.542
"240","Roy2003",1889-12-16,15.0768537521362,1889,-117.824,33.542
"241","Roy2003",1890-01-16,12.9944267272949,1890,-117.824,33.542
"242","Roy2003",1890-02-15,13.5447196960449,1890,-117.824,33.542
"243","Roy2003",1890-03-16,14.2568969726562,1890,-117.824,33.542
"244","Roy2003",1890-04-16,14.7848281860352,1890,-117.824,33.542
"245","Roy2003",1890-05-16,14.8022947311401,1890,-117.824,33.542
"246","Roy2003",1890-06-16,15.5507869720459,1890,-117.824,33.542
"247","Roy2003",1890-07-16,17.2526550292969,1890,-117.824,33.542
"248","Roy2003",1890-08-16,19.0638542175293,1890,-117.824,33.542
"249","Roy2003",1890-09-16,18.4113426208496,1890,-117.824,33.542
"250","Roy2003",1890-10-16,17.8257999420166,1890,-117.824,33.542
"251","Roy2003",1890-11-16,16.313606262207,1890,-117.824,33.542
"252","Roy2003",1890-12-16,15.2888536453247,1890,-117.824,33.542
"253","Roy2003",1891-01-16,13.9954271316528,1891,-117.824,33.542
"254","Roy2003",1891-02-15,13.8957195281982,1891,-117.824,33.542
"255","Roy2003",1891-03-16,14.4838962554932,1891,-117.824,33.542
"256","Roy2003",1891-04-16,15.4668292999268,1891,-117.824,33.542
"257","Roy2003",1891-05-16,16.3242950439453,1891,-117.824,33.542
"258","Roy2003",1891-06-16,17.1027870178223,1891,-117.824,33.542
"259","Roy2003",1891-07-16,18.3576583862305,1891,-117.824,33.542
"260","Roy2003",1891-08-16,19.7538566589355,1891,-117.824,33.542
"261","Roy2003",1891-09-16,19.6713409423828,1891,-117.824,33.542
"262","Roy2003",1891-10-16,18.8518009185791,1891,-117.824,33.542
"263","Roy2003",1891-11-16,17.2510108947754,1891,-117.824,33.542
"264","Roy2003",1891-12-16,15.7348537445068,1891,-117.824,33.542
"265","Roy2003",1892-01-16,14.1614274978638,1892,-117.824,33.542
"266","Roy2003",1892-02-15,14.0317192077637,1892,-117.824,33.542
"267","Roy2003",1892-03-16,13.690896987915,1892,-117.824,33.542
"268","Roy2003",1892-04-16,14.1258277893066,1892,-117.824,33.542
"269","Roy2003",1892-05-16,14.2112941741943,1892,-117.824,33.542
"270","Roy2003",1892-06-16,15.1977863311768,1892,-117.824,33.542
"271","Roy2003",1892-07-16,16.4766578674316,1892,-117.824,33.542
"272","Roy2003",1892-08-16,18.2208557128906,1892,-117.824,33.542
"273","Roy2003",1892-09-16,18.2153415679932,1892,-117.824,33.542
"274","Roy2003",1892-10-16,17.3608512878418,1892,-117.824,33.542
"275","Roy2003",1892-11-16,16.1175174713135,1892,-117.824,33.542
"276","Roy2003",1892-12-16,14.3878545761108,1892,-117.824,33.542
"277","Roy2003",1893-01-16,13.8664274215698,1893,-117.824,33.542
"278","Roy2003",1893-02-15,13.5457191467285,1893,-117.824,33.542
"279","Roy2003",1893-03-16,13.6558971405029,1893,-117.824,33.542
"280","Roy2003",1893-04-16,14.3818283081055,1893,-117.824,33.542
"281","Roy2003",1893-05-16,14.2302951812744,1893,-117.824,33.542
"282","Roy2003",1893-06-16,15.5147857666016,1893,-117.824,33.542
"283","Roy2003",1893-07-16,16.6156578063965,1893,-117.824,33.542
"284","Roy2003",1893-08-16,17.9158554077148,1893,-117.824,33.542
"285","Roy2003",1893-09-16,17.4983425140381,1893,-117.824,33.542
"286","Roy2003",1893-10-16,17.0818004608154,1893,-117.824,33.542
"287","Roy2003",1893-11-16,15.927604675293,1893,-117.824,33.542
"288","Roy2003",1893-12-16,14.4398536682129,1893,-117.824,33.542
"289","Roy2003",1894-01-16,13.5004272460938,1894,-117.824,33.542
"290","Roy2003",1894-02-15,12.9377193450928,1894,-117.824,33.542
"291","Roy2003",1894-03-16,13.0448970794678,1894,-117.824,33.542
"292","Roy2003",1894-04-16,13.5758285522461,1894,-117.824,33.542
"293","Roy2003",1894-05-16,14.0092945098877,1894,-117.824,33.542
"294","Roy2003",1894-06-16,14.8777866363525,1894,-117.824,33.542
"295","Roy2003",1894-07-16,17.3006553649902,1894,-117.824,33.542
"296","Roy2003",1894-08-16,18.3458557128906,1894,-117.824,33.542
"297","Roy2003",1894-09-16,17.9683418273926,1894,-117.824,33.542
"298","Roy2003",1894-10-16,17.5908012390137,1894,-117.824,33.542
"299","Roy2003",1894-11-16,16.2926063537598,1894,-117.824,33.542
"300","Roy2003",1894-12-16,15.3938541412354,1894,-117.824,33.542
"301","Roy2003",1895-01-16,14.316427230835,1895,-117.824,33.542
"302","Roy2003",1895-02-15,14.5327186584473,1895,-117.824,33.542
"303","Roy2003",1895-03-16,14.2878971099854,1895,-117.824,33.542
"304","Roy2003",1895-04-16,15.3002872467041,1895,-117.824,33.542
"305","Roy2003",1895-05-16,15.3252944946289,1895,-117.824,33.542
"306","Roy2003",1895-06-16,16.3757858276367,1895,-117.824,33.542
"307","Roy2003",1895-07-16,17.206657409668,1895,-117.824,33.542
"308","Roy2003",1895-08-16,18.4488563537598,1895,-117.824,33.542
"309","Roy2003",1895-09-16,18.9613418579102,1895,-117.824,33.542
"310","Roy2003",1895-10-16,18.3978004455566,1895,-117.824,33.542
"311","Roy2003",1895-11-16,17.0018539428711,1895,-117.824,33.542
"312","Roy2003",1895-12-16,15.5078544616699,1895,-117.824,33.542
"313","Roy2003",1896-01-16,14.6454277038574,1896,-117.824,33.542
"314","Roy2003",1896-02-15,14.76171875,1896,-117.824,33.542
"315","Roy2003",1896-03-16,14.7918968200684,1896,-117.824,33.542
"316","Roy2003",1896-04-16,15.1978282928467,1896,-117.824,33.542
"317","Roy2003",1896-05-16,15.5972948074341,1896,-117.824,33.542
"318","Roy2003",1896-06-16,16.255786895752,1896,-117.824,33.542
"319","Roy2003",1896-07-16,18.4386558532715,1896,-117.824,33.542
"320","Roy2003",1896-08-16,19.7668533325195,1896,-117.824,33.542
"321","Roy2003",1896-09-16,19.8313426971436,1896,-117.824,33.542
"322","Roy2003",1896-10-16,18.6398010253906,1896,-117.824,33.542
"323","Roy2003",1896-11-16,17.24560546875,1896,-117.824,33.542
"324","Roy2003",1896-12-16,16.0088539123535,1896,-117.824,33.542
"325","Roy2003",1897-01-16,15.2704277038574,1897,-117.824,33.542
"326","Roy2003",1897-02-15,14.8497200012207,1897,-117.824,33.542
"327","Roy2003",1897-03-16,14.8478965759277,1897,-117.824,33.542
"328","Roy2003",1897-04-16,15.8168277740479,1897,-117.824,33.542
"329","Roy2003",1897-05-16,16.4182949066162,1897,-117.824,33.542
"330","Roy2003",1897-06-16,17.327787399292,1897,-117.824,33.542
"331","Roy2003",1897-07-16,18.3326568603516,1897,-117.824,33.542
"332","Roy2003",1897-08-16,19.4478530883789,1897,-117.824,33.542
"333","Roy2003",1897-09-16,19.2063426971436,1897,-117.824,33.542
"334","Roy2003",1897-10-16,18.5428009033203,1897,-117.824,33.542
"335","Roy2003",1897-11-16,16.7286052703857,1897,-117.824,33.542
"336","Roy2003",1897-12-16,15.4698543548584,1897,-117.824,33.542
"337","Roy2003",1898-01-16,14.2724275588989,1898,-117.824,33.542
"338","Roy2003",1898-02-15,14.0657196044922,1898,-117.824,33.542
"339","Roy2003",1898-03-16,13.9128971099854,1898,-117.824,33.542
"340","Roy2003",1898-04-16,14.3838291168213,1898,-117.824,33.542
"341","Roy2003",1898-05-16,14.6762943267822,1898,-117.824,33.542
"342","Roy2003",1898-06-16,16.1107864379883,1898,-117.824,33.542
"343","Roy2003",1898-07-16,17.7896575927734,1898,-117.824,33.542
"344","Roy2003",1898-08-16,18.6888542175293,1898,-117.824,33.542
"345","Roy2003",1898-09-16,19.6293411254883,1898,-117.824,33.542
"346","Roy2003",1898-10-16,17.9208011627197,1898,-117.824,33.542
"347","Roy2003",1898-11-16,16.5386047363281,1898,-117.824,33.542
"348","Roy2003",1898-12-16,15.7498540878296,1898,-117.824,33.542
"349","Roy2003",1899-01-16,14.4504280090332,1899,-117.824,33.542
"350","Roy2003",1899-02-15,13.9607181549072,1899,-117.824,33.542
"351","Roy2003",1899-03-16,13.6648960113525,1899,-117.824,33.542
"352","Roy2003",1899-04-16,14.0868282318115,1899,-117.824,33.542
"353","Roy2003",1899-05-16,14.7882947921753,1899,-117.824,33.542
"354","Roy2003",1899-06-16,15.8527870178223,1899,-117.824,33.542
"355","Roy2003",1899-07-16,17.3706550598145,1899,-117.824,33.542
"356","Roy2003",1899-08-16,18.8318557739258,1899,-117.824,33.542
"357","Roy2003",1899-09-16,19.1443424224854,1899,-117.824,33.542
"358","Roy2003",1899-10-16,18.1048011779785,1899,-117.824,33.542
"359","Roy2003",1899-11-16,17.4256057739258,1899,-117.824,33.542
"360","Roy2003",1899-12-16,16.1018543243408,1899,-117.824,33.542
"361","Roy2003",1900-01-16,15.0434274673462,1900,-117.824,33.542
"362","Roy2003",1900-02-15,15.1657199859619,1900,-117.824,33.542
"363","Roy2003",1900-03-16,14.7678966522217,1900,-117.824,33.542
"364","Roy2003",1900-04-16,15.9858283996582,1900,-117.824,33.542
"365","Roy2003",1900-05-16,15.9662952423096,1900,-117.824,33.542
"366","Roy2003",1900-06-16,16.8947868347168,1900,-117.824,33.542
"367","Roy2003",1900-07-16,18.4616546630859,1900,-117.824,33.542
"368","Roy2003",1900-08-16,19.6978530883789,1900,-117.824,33.542
"369","Roy2003",1900-09-16,19.8433418273926,1900,-117.824,33.542
"370","Roy2003",1900-10-16,18.7138004302979,1900,-117.824,33.542
"371","Roy2003",1900-11-16,17.0136051177979,1900,-117.824,33.542
"372","Roy2003",1900-12-16,16.1658554077148,1900,-117.824,33.542
"373","Roy2003",1901-01-16,14.469428062439,1901,-117.824,33.542
"374","Roy2003",1901-02-15,14.3687191009521,1901,-117.824,33.542
"375","Roy2003",1901-03-16,14.2648963928223,1901,-117.824,33.542
"376","Roy2003",1901-04-16,15.3068284988403,1901,-117.824,33.542
"377","Roy2003",1901-05-16,15.5032949447632,1901,-117.824,33.542
"378","Roy2003",1901-06-16,16.2047863006592,1901,-117.824,33.542
"379","Roy2003",1901-07-16,17.6246566772461,1901,-117.824,33.542
"380","Roy2003",1901-08-16,19.0558547973633,1901,-117.824,33.542
"381","Roy2003",1901-09-16,18.6433410644531,1901,-117.824,33.542
"382","Roy2003",1901-10-16,17.9318008422852,1901,-117.824,33.542
"383","Roy2003",1901-11-16,16.2636051177979,1901,-117.824,33.542
"384","Roy2003",1901-12-16,14.7918539047241,1901,-117.824,33.542
"385","Roy2003",1902-01-16,13.7484273910522,1902,-117.824,33.542
"386","Roy2003",1902-02-15,14.0697193145752,1902,-117.824,33.542
"387","Roy2003",1902-03-16,14.4708957672119,1902,-117.824,33.542
"388","Roy2003",1902-04-16,15.0998287200928,1902,-117.824,33.542
