"","study","studySub","fig_table","species","site","size_original","size_rep","size_units","size_error","size_error_type","time_rep","time_error","era","year","year_error","year_error_type","sample_size","sample_size_units","museum","size_threshold_mm","latitude","longitude"
"1","Fisher_2009",NA,"Figure_1","Nucella_lapillus","exposed","mean",21.0522128683333,"mm",2.02096764606573,"SD",NA,NA,"past",1920.40182648402,NA,NA,219,"total number of snails by exposure",TRUE,0,43.3336,-124.3769
"2","Fisher_2009",NA,"Figure_1","Nucella_lapillus","exposed","mean",22.6734992666667,"mm",1.46315926946919,"SD",NA,NA,"present",2007,NA,NA,120,"total number of snails by exposure",TRUE,0,43.3336,-124.3769
"3","Fisher_2009",NA,"Figure_1","Nucella_lapillus","semi-exposed","mean",23.623420941875,"mm",2.79060970214577,"SD",NA,NA,"past",1918.90137614679,NA,NA,436,"total number of snails by exposure",TRUE,0,43.3336,-124.3769
"4","Fisher_2009",NA,"Figure_1","Nucella_lapillus","semi-exposed","mean",28.95186676375,"mm",1.52743747205166,"SD",NA,NA,"present",2007,NA,NA,256,"total number of snails by exposure",TRUE,0,43.3336,-124.3769
"5","Fisher_2009",NA,"Figure_1","Nucella_lapillus","sheltered","mean",24.963284349375,"mm",1.53948368579197,"SD",NA,NA,"past",1915.98657718121,NA,NA,498,"total number of snails by exposure",TRUE,0,43.3336,-124.3769
"6","Fisher_2009",NA,"Figure_1","Nucella_lapillus","sheltered","mean",31.732524715,"mm",2.42374191724508,"SD",NA,NA,"present",2007,NA,NA,231,"total number of snails by exposure",TRUE,0,43.3336,-124.3769
