1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 9F00000030B57021
Is Mission Active?  true
Mission Start:  Sat Aug 01 00:15:00 PDT 2015
Sample Rate:  Every 30 minute(s)
Number of Mission Samples:  2997
Total Samples:  92656
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  70 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
8/4/15 12:15:00 AM,C,19.5
8/4/15 12:45:00 AM,C,19.5
8/4/15 1:15:00 AM,C,19
8/4/15 1:45:00 AM,C,19
8/4/15 2:15:00 AM,C,19
8/4/15 2:45:00 AM,C,18.5
8/4/15 3:15:00 AM,C,18.5
8/4/15 3:45:00 AM,C,18.5
8/4/15 4:15:00 AM,C,18
8/4/15 4:45:00 AM,C,18
8/4/15 5:15:00 AM,C,18
8/4/15 5:45:00 AM,C,18
8/4/15 6:15:00 AM,C,18
8/4/15 6:45:00 AM,C,18
8/4/15 7:15:00 AM,C,18
8/4/15 7:45:00 AM,C,18
8/4/15 8:15:00 AM,C,18
8/4/15 8:45:00 AM,C,18.5
8/4/15 9:15:00 AM,C,19
8/4/15 9:45:00 AM,C,19
8/4/15 10:15:00 AM,C,19.5
8/4/15 10:45:00 AM,C,19.5
8/4/15 11:15:00 AM,C,25.5
8/4/15 11:45:00 AM,C,24.5
8/4/15 12:15:00 PM,C,29.5
8/4/15 12:45:00 PM,C,26
8/4/15 1:15:00 PM,C,23
8/4/15 1:45:00 PM,C,22
8/4/15 2:15:00 PM,C,21
8/4/15 2:45:00 PM,C,21
8/4/15 3:15:00 PM,C,21
8/4/15 3:45:00 PM,C,21.5
8/4/15 4:15:00 PM,C,21.5
8/4/15 4:45:00 PM,C,21
8/4/15 5:15:00 PM,C,21
8/4/15 5:45:00 PM,C,21
8/4/15 6:15:00 PM,C,21
8/4/15 6:45:00 PM,C,20.5
8/4/15 7:15:00 PM,C,20.5
8/4/15 7:45:00 PM,C,20.5
8/4/15 8:15:00 PM,C,20.5
8/4/15 8:45:00 PM,C,20.5
8/4/15 9:15:00 PM,C,20
8/4/15 9:45:00 PM,C,20
8/4/15 10:15:00 PM,C,20
8/4/15 10:45:00 PM,C,20
8/4/15 11:15:00 PM,C,20
8/4/15 11:45:00 PM,C,20
8/5/15 12:15:00 AM,C,19.5
8/5/15 12:45:00 AM,C,19.5
8/5/15 1:15:00 AM,C,19.5
8/5/15 1:45:00 AM,C,19
8/5/15 2:15:00 AM,C,19
8/5/15 2:45:00 AM,C,19
8/5/15 3:15:00 AM,C,18.5
8/5/15 3:45:00 AM,C,18.5
8/5/15 4:15:00 AM,C,18.5
8/5/15 4:45:00 AM,C,18.5
8/5/15 5:15:00 AM,C,18
8/5/15 5:45:00 AM,C,18
8/5/15 6:15:00 AM,C,18
8/5/15 6:45:00 AM,C,18
8/5/15 7:15:00 AM,C,18
8/5/15 7:45:00 AM,C,18
8/5/15 8:15:00 AM,C,18
8/5/15 8:45:00 AM,C,18
8/5/15 9:15:00 AM,C,18
8/5/15 9:45:00 AM,C,18
8/5/15 10:15:00 AM,C,18
8/5/15 10:45:00 AM,C,18.5
8/5/15 11:15:00 AM,C,23.5
8/5/15 11:45:00 AM,C,21.5
8/5/15 12:15:00 PM,C,22.5
8/5/15 12:45:00 PM,C,21
8/5/15 1:15:00 PM,C,21.5
8/5/15 1:45:00 PM,C,20.5
8/5/15 2:15:00 PM,C,19.5
8/5/15 2:45:00 PM,C,18.5
8/5/15 3:15:00 PM,C,18.5
8/5/15 3:45:00 PM,C,18.5
8/5/15 4:15:00 PM,C,18.5
8/5/15 4:45:00 PM,C,18.5
8/5/15 5:15:00 PM,C,18.5
8/5/15 5:45:00 PM,C,18.5
8/5/15 6:15:00 PM,C,18.5
8/5/15 6:45:00 PM,C,18.5
8/5/15 7:15:00 PM,C,18
8/5/15 7:45:00 PM,C,18
8/5/15 8:15:00 PM,C,18
8/5/15 8:45:00 PM,C,18
8/5/15 9:15:00 PM,C,18
8/5/15 9:45:00 PM,C,18
8/5/15 10:15:00 PM,C,18
8/5/15 10:45:00 PM,C,17.5
8/5/15 11:15:00 PM,C,17.5
8/5/15 11:45:00 PM,C,17.5
8/6/15 12:15:00 AM,C,17.5
8/6/15 12:45:00 AM,C,17.5
8/6/15 1:15:00 AM,C,17.5
8/6/15 1:45:00 AM,C,17.5
8/6/15 2:15:00 AM,C,17.5
8/6/15 2:45:00 AM,C,17.5
8/6/15 3:15:00 AM,C,17.5
8/6/15 3:45:00 AM,C,17.5
8/6/15 4:15:00 AM,C,17
8/6/15 4:45:00 AM,C,17.5
8/6/15 5:15:00 AM,C,17.5
8/6/15 5:45:00 AM,C,17
8/6/15 6:15:00 AM,C,17
8/6/15 6:45:00 AM,C,17
8/6/15 7:15:00 AM,C,17
8/6/15 7:45:00 AM,C,17
8/6/15 8:15:00 AM,C,17
8/6/15 8:45:00 AM,C,17
8/6/15 9:15:00 AM,C,17
8/6/15 9:45:00 AM,C,17
8/6/15 10:15:00 AM,C,17.5
8/6/15 10:45:00 AM,C,17.5
8/6/15 11:15:00 AM,C,17.5
8/6/15 11:45:00 AM,C,17.5
8/6/15 12:15:00 PM,C,17.5
8/6/15 12:45:00 PM,C,17.5
8/6/15 1:15:00 PM,C,17.5
8/6/15 1:45:00 PM,C,18.5
8/6/15 2:15:00 PM,C,18
8/6/15 2:45:00 PM,C,18
8/6/15 3:15:00 PM,C,18
8/6/15 3:45:00 PM,C,17.5
8/6/15 4:15:00 PM,C,17.5
8/6/15 4:45:00 PM,C,17.5
8/6/15 5:15:00 PM,C,17.5
8/6/15 5:45:00 PM,C,17.5
8/6/15 6:15:00 PM,C,17.5
8/6/15 6:45:00 PM,C,17.5
8/6/15 7:15:00 PM,C,17.5
8/6/15 7:45:00 PM,C,17.5
8/6/15 8:15:00 PM,C,17.5
8/6/15 8:45:00 PM,C,17.5
8/6/15 9:15:00 PM,C,17
8/6/15 9:45:00 PM,C,17
8/6/15 10:15:00 PM,C,17
8/6/15 10:45:00 PM,C,17.5
8/6/15 11:15:00 PM,C,17
8/6/15 11:45:00 PM,C,17
8/7/15 12:15:00 AM,C,17
8/7/15 12:45:00 AM,C,17
8/7/15 1:15:00 AM,C,17
8/7/15 1:45:00 AM,C,17
8/7/15 2:15:00 AM,C,17
8/7/15 2:45:00 AM,C,17
8/7/15 3:15:00 AM,C,17
8/7/15 3:45:00 AM,C,17
8/7/15 4:15:00 AM,C,17
8/7/15 4:45:00 AM,C,17
8/7/15 5:15:00 AM,C,16.5
8/7/15 5:45:00 AM,C,16.5
8/7/15 6:15:00 AM,C,17
8/7/15 6:45:00 AM,C,17
8/7/15 7:15:00 AM,C,17
8/7/15 7:45:00 AM,C,17.5
8/7/15 8:15:00 AM,C,17.5
8/7/15 8:45:00 AM,C,17.5
8/7/15 9:15:00 AM,C,18
8/7/15 9:45:00 AM,C,18.5
8/7/15 10:15:00 AM,C,18.5
8/7/15 10:45:00 AM,C,19
8/7/15 11:15:00 AM,C,23
8/7/15 11:45:00 AM,C,26.5
8/7/15 12:15:00 PM,C,26
8/7/15 12:45:00 PM,C,26.5
8/7/15 1:15:00 PM,C,23.5
8/7/15 1:45:00 PM,C,21.5
8/7/15 2:15:00 PM,C,20
8/7/15 2:45:00 PM,C,20
8/7/15 3:15:00 PM,C,18.5
8/7/15 3:45:00 PM,C,18.5
8/7/15 4:15:00 PM,C,18.5
8/7/15 4:45:00 PM,C,18
8/7/15 5:15:00 PM,C,18
8/7/15 5:45:00 PM,C,18
8/7/15 6:15:00 PM,C,18.5
8/7/15 6:45:00 PM,C,18
8/7/15 7:15:00 PM,C,18
8/7/15 7:45:00 PM,C,18
8/7/15 8:15:00 PM,C,18
8/7/15 8:45:00 PM,C,18
8/7/15 9:15:00 PM,C,18.5
8/7/15 9:45:00 PM,C,18
8/7/15 10:15:00 PM,C,18
8/7/15 10:45:00 PM,C,18
8/7/15 11:15:00 PM,C,18
8/7/15 11:45:00 PM,C,18
8/8/15 12:15:00 AM,C,18
8/8/15 12:45:00 AM,C,18
8/8/15 1:15:00 AM,C,18
8/8/15 1:45:00 AM,C,18
8/8/15 2:15:00 AM,C,18
8/8/15 2:45:00 AM,C,18
8/8/15 3:15:00 AM,C,18
8/8/15 3:45:00 AM,C,18
8/8/15 4:15:00 AM,C,18
8/8/15 4:45:00 AM,C,18
8/8/15 5:15:00 AM,C,18
8/8/15 5:45:00 AM,C,17.5
8/8/15 6:15:00 AM,C,17.5
8/8/15 6:45:00 AM,C,17.5
8/8/15 7:15:00 AM,C,17.5
8/8/15 7:45:00 AM,C,18
8/8/15 8:15:00 AM,C,18
8/8/15 8:45:00 AM,C,18
8/8/15 9:15:00 AM,C,18
8/8/15 9:45:00 AM,C,18.5
8/8/15 10:15:00 AM,C,19
8/8/15 10:45:00 AM,C,19
8/8/15 11:15:00 AM,C,21.5
8/8/15 11:45:00 AM,C,25
8/8/15 12:15:00 PM,C,25
8/8/15 12:45:00 PM,C,25.5
8/8/15 1:15:00 PM,C,22.5
8/8/15 1:45:00 PM,C,21.5
8/8/15 2:15:00 PM,C,20.5
8/8/15 2:45:00 PM,C,19.5
8/8/15 3:15:00 PM,C,19
8/8/15 3:45:00 PM,C,18.5
8/8/15 4:15:00 PM,C,18
8/8/15 4:45:00 PM,C,18
8/8/15 5:15:00 PM,C,17.5
8/8/15 5:45:00 PM,C,17.5
8/8/15 6:15:00 PM,C,17.5
8/8/15 6:45:00 PM,C,17
8/8/15 7:15:00 PM,C,17
8/8/15 7:45:00 PM,C,17
8/8/15 8:15:00 PM,C,16.5
8/8/15 8:45:00 PM,C,16.5
8/8/15 9:15:00 PM,C,16.5
8/8/15 9:45:00 PM,C,16.5
8/8/15 10:15:00 PM,C,16.5
8/8/15 10:45:00 PM,C,16.5
8/8/15 11:15:00 PM,C,16
8/8/15 11:45:00 PM,C,16
8/9/15 12:15:00 AM,C,16
8/9/15 12:45:00 AM,C,16
8/9/15 1:15:00 AM,C,16
8/9/15 1:45:00 AM,C,16
8/9/15 2:15:00 AM,C,16.5
8/9/15 2:45:00 AM,C,16.5
8/9/15 3:15:00 AM,C,16.5
8/9/15 3:45:00 AM,C,16.5
8/9/15 4:15:00 AM,C,16.5
8/9/15 4:45:00 AM,C,16.5
8/9/15 5:15:00 AM,C,16.5
8/9/15 5:45:00 AM,C,16.5
8/9/15 6:15:00 AM,C,16.5
8/9/15 6:45:00 AM,C,16.5
8/9/15 7:15:00 AM,C,16.5
8/9/15 7:45:00 AM,C,17
8/9/15 8:15:00 AM,C,17
8/9/15 8:45:00 AM,C,17
8/9/15 9:15:00 AM,C,17.5
8/9/15 9:45:00 AM,C,17.5
8/9/15 10:15:00 AM,C,17
8/9/15 10:45:00 AM,C,18
8/9/15 11:15:00 AM,C,18.5
8/9/15 11:45:00 AM,C,20.5
8/9/15 12:15:00 PM,C,19.5
8/9/15 12:45:00 PM,C,20
8/9/15 1:15:00 PM,C,20
8/9/15 1:45:00 PM,C,19.5
8/9/15 2:15:00 PM,C,19.5
8/9/15 2:45:00 PM,C,19.5
8/9/15 3:15:00 PM,C,19
8/9/15 3:45:00 PM,C,18.5
8/9/15 4:15:00 PM,C,18
8/9/15 4:45:00 PM,C,17.5
8/9/15 5:15:00 PM,C,17.5
8/9/15 5:45:00 PM,C,17.5
8/9/15 6:15:00 PM,C,17
8/9/15 6:45:00 PM,C,17
8/9/15 7:15:00 PM,C,17
8/9/15 7:45:00 PM,C,17
8/9/15 8:15:00 PM,C,17
8/9/15 8:45:00 PM,C,17
8/9/15 9:15:00 PM,C,16.5
8/9/15 9:45:00 PM,C,16.5
8/9/15 10:15:00 PM,C,16.5
8/9/15 10:45:00 PM,C,16.5
8/9/15 11:15:00 PM,C,16.5
8/9/15 11:45:00 PM,C,16.5
8/10/15 12:15:00 AM,C,16.5
8/10/15 12:45:00 AM,C,16.5
8/10/15 1:15:00 AM,C,16.5
8/10/15 1:45:00 AM,C,16.5
8/10/15 2:15:00 AM,C,16.5
8/10/15 2:45:00 AM,C,16.5
8/10/15 3:15:00 AM,C,16
8/10/15 3:45:00 AM,C,16
8/10/15 4:15:00 AM,C,16
8/10/15 4:45:00 AM,C,16
8/10/15 5:15:00 AM,C,16
8/10/15 5:45:00 AM,C,16
8/10/15 6:15:00 AM,C,16
8/10/15 6:45:00 AM,C,16.5
8/10/15 7:15:00 AM,C,16.5
8/10/15 7:45:00 AM,C,16.5
8/10/15 8:15:00 AM,C,17
8/10/15 8:45:00 AM,C,17
8/10/15 9:15:00 AM,C,17.5
8/10/15 9:45:00 AM,C,17
8/10/15 10:15:00 AM,C,17
8/10/15 10:45:00 AM,C,17
8/10/15 11:15:00 AM,C,21.5
8/10/15 11:45:00 AM,C,25.5
8/10/15 12:15:00 PM,C,25
8/10/15 12:45:00 PM,C,26.5
8/10/15 1:15:00 PM,C,23
8/10/15 1:45:00 PM,C,20.5
8/10/15 2:15:00 PM,C,20.5
8/10/15 2:45:00 PM,C,20.5
8/10/15 3:15:00 PM,C,20
8/10/15 3:45:00 PM,C,20
8/10/15 4:15:00 PM,C,20
8/10/15 4:45:00 PM,C,19.5
8/10/15 5:15:00 PM,C,19
8/10/15 5:45:00 PM,C,18.5
8/10/15 6:15:00 PM,C,18
8/10/15 6:45:00 PM,C,17.5
8/10/15 7:15:00 PM,C,17.5
8/10/15 7:45:00 PM,C,17
8/10/15 8:15:00 PM,C,17
8/10/15 8:45:00 PM,C,17
8/10/15 9:15:00 PM,C,17
8/10/15 9:45:00 PM,C,17
8/10/15 10:15:00 PM,C,17
8/10/15 10:45:00 PM,C,17
8/10/15 11:15:00 PM,C,16.5
8/10/15 11:45:00 PM,C,17
8/11/15 12:15:00 AM,C,17
8/11/15 12:45:00 AM,C,16.5
8/11/15 1:15:00 AM,C,16.5
8/11/15 1:45:00 AM,C,16.5
8/11/15 2:15:00 AM,C,16.5
8/11/15 2:45:00 AM,C,16.5
8/11/15 3:15:00 AM,C,16.5
8/11/15 3:45:00 AM,C,16.5
8/11/15 4:15:00 AM,C,16.5
8/11/15 4:45:00 AM,C,16.5
8/11/15 5:15:00 AM,C,16.5
8/11/15 5:45:00 AM,C,16.5
8/11/15 6:15:00 AM,C,16.5
8/11/15 6:45:00 AM,C,16.5
8/11/15 7:15:00 AM,C,16.5
8/11/15 7:45:00 AM,C,16.5
8/11/15 8:15:00 AM,C,16.5
8/11/15 8:45:00 AM,C,16.5
8/11/15 9:15:00 AM,C,17
8/11/15 9:45:00 AM,C,17
8/11/15 10:15:00 AM,C,17
8/11/15 10:45:00 AM,C,17
8/11/15 11:15:00 AM,C,21
8/11/15 11:45:00 AM,C,25
8/11/15 12:15:00 PM,C,25
8/11/15 12:45:00 PM,C,26
8/11/15 1:15:00 PM,C,22.5
8/11/15 1:45:00 PM,C,20
8/11/15 2:15:00 PM,C,19.5
8/11/15 2:45:00 PM,C,19.5
8/11/15 3:15:00 PM,C,19.5
8/11/15 3:45:00 PM,C,19.5
8/11/15 4:15:00 PM,C,20
8/11/15 4:45:00 PM,C,20
8/11/15 5:15:00 PM,C,20.5
8/11/15 5:45:00 PM,C,20.5
8/11/15 6:15:00 PM,C,20
8/11/15 6:45:00 PM,C,19
8/11/15 7:15:00 PM,C,18.5
8/11/15 7:45:00 PM,C,18.5
8/11/15 8:15:00 PM,C,18
8/11/15 8:45:00 PM,C,18
8/11/15 9:15:00 PM,C,18
8/11/15 9:45:00 PM,C,18
8/11/15 10:15:00 PM,C,17.5
8/11/15 10:45:00 PM,C,17.5
8/11/15 11:15:00 PM,C,17.5
8/11/15 11:45:00 PM,C,17.5
8/12/15 12:15:00 AM,C,17.5
8/12/15 12:45:00 AM,C,17.5
8/12/15 1:15:00 AM,C,17
8/12/15 1:45:00 AM,C,17
8/12/15 2:15:00 AM,C,17
8/12/15 2:45:00 AM,C,17
8/12/15 3:15:00 AM,C,17
8/12/15 3:45:00 AM,C,16.5
8/12/15 4:15:00 AM,C,16.5
8/12/15 4:45:00 AM,C,16.5
8/12/15 5:15:00 AM,C,16.5
8/12/15 5:45:00 AM,C,16.5
8/12/15 6:15:00 AM,C,16.5
8/12/15 6:45:00 AM,C,16
8/12/15 7:15:00 AM,C,16.5
8/12/15 7:45:00 AM,C,16.5
8/12/15 8:15:00 AM,C,16.5
8/12/15 8:45:00 AM,C,16.5
8/12/15 9:15:00 AM,C,16.5
8/12/15 9:45:00 AM,C,16.5
8/12/15 10:15:00 AM,C,16.5
8/12/15 10:45:00 AM,C,17
8/12/15 11:15:00 AM,C,21.5
8/12/15 11:45:00 AM,C,26
8/12/15 12:15:00 PM,C,26
8/12/15 12:45:00 PM,C,27
8/12/15 1:15:00 PM,C,24
8/12/15 1:45:00 PM,C,21
8/12/15 2:15:00 PM,C,20.5
8/12/15 2:45:00 PM,C,20.5
8/12/15 3:15:00 PM,C,21
8/12/15 3:45:00 PM,C,21
8/12/15 4:15:00 PM,C,21.5
8/12/15 4:45:00 PM,C,22
8/12/15 5:15:00 PM,C,22
8/12/15 5:45:00 PM,C,22
8/12/15 6:15:00 PM,C,22
8/12/15 6:45:00 PM,C,22
8/12/15 7:15:00 PM,C,21.5
8/12/15 7:45:00 PM,C,21.5
8/12/15 8:15:00 PM,C,21.5
8/12/15 8:45:00 PM,C,21.5
8/12/15 9:15:00 PM,C,21.5
8/12/15 9:45:00 PM,C,21.5
8/12/15 10:15:00 PM,C,21
8/12/15 10:45:00 PM,C,21
8/12/15 11:15:00 PM,C,20.5
8/12/15 11:45:00 PM,C,20.5
8/13/15 12:15:00 AM,C,20.5
8/13/15 12:45:00 AM,C,20.5
8/13/15 1:15:00 AM,C,20
8/13/15 1:45:00 AM,C,20
8/13/15 2:15:00 AM,C,19.5
8/13/15 2:45:00 AM,C,19.5
8/13/15 3:15:00 AM,C,19.5
8/13/15 3:45:00 AM,C,19.5
8/13/15 4:15:00 AM,C,19.5
8/13/15 4:45:00 AM,C,19
8/13/15 5:15:00 AM,C,19.5
8/13/15 5:45:00 AM,C,19.5
8/13/15 6:15:00 AM,C,19
8/13/15 6:45:00 AM,C,19.5
8/13/15 7:15:00 AM,C,19.5
8/13/15 7:45:00 AM,C,19.5
8/13/15 8:15:00 AM,C,19
8/13/15 8:45:00 AM,C,19
8/13/15 9:15:00 AM,C,19
8/13/15 9:45:00 AM,C,19
8/13/15 10:15:00 AM,C,18.5
8/13/15 10:45:00 AM,C,18.5
8/13/15 11:15:00 AM,C,23
8/13/15 11:45:00 AM,C,27
8/13/15 12:15:00 PM,C,27
8/13/15 12:45:00 PM,C,28
8/13/15 1:15:00 PM,C,24.5
8/13/15 1:45:00 PM,C,21.5
8/13/15 2:15:00 PM,C,21
8/13/15 2:45:00 PM,C,21
8/13/15 3:15:00 PM,C,21
8/13/15 3:45:00 PM,C,21
8/13/15 4:15:00 PM,C,21
8/13/15 4:45:00 PM,C,21.5
8/13/15 5:15:00 PM,C,22
8/13/15 5:45:00 PM,C,22
8/13/15 6:15:00 PM,C,22
8/13/15 6:45:00 PM,C,21.5
8/13/15 7:15:00 PM,C,21.5
8/13/15 7:45:00 PM,C,21.5
8/13/15 8:15:00 PM,C,20.5
8/13/15 8:45:00 PM,C,19
8/13/15 9:15:00 PM,C,18.5
8/13/15 9:45:00 PM,C,18.5
8/13/15 10:15:00 PM,C,18
8/13/15 10:45:00 PM,C,18.5
8/13/15 11:15:00 PM,C,18.5
8/13/15 11:45:00 PM,C,18.5
8/14/15 12:15:00 AM,C,18.5
8/14/15 12:45:00 AM,C,18.5
8/14/15 1:15:00 AM,C,18
8/14/15 1:45:00 AM,C,18
8/14/15 2:15:00 AM,C,18
8/14/15 2:45:00 AM,C,18
8/14/15 3:15:00 AM,C,18
8/14/15 3:45:00 AM,C,18
8/14/15 4:15:00 AM,C,18
8/14/15 4:45:00 AM,C,18
8/14/15 5:15:00 AM,C,18
8/14/15 5:45:00 AM,C,17.5
8/14/15 6:15:00 AM,C,17.5
8/14/15 6:45:00 AM,C,18
8/14/15 7:15:00 AM,C,18
8/14/15 7:45:00 AM,C,18
8/14/15 8:15:00 AM,C,18
8/14/15 8:45:00 AM,C,18
8/14/15 9:15:00 AM,C,18
8/14/15 9:45:00 AM,C,18
8/14/15 10:15:00 AM,C,18
8/14/15 10:45:00 AM,C,18
8/14/15 11:15:00 AM,C,21.5
8/14/15 11:45:00 AM,C,25.5
8/14/15 12:15:00 PM,C,26
8/14/15 12:45:00 PM,C,26
8/14/15 1:15:00 PM,C,23
8/14/15 1:45:00 PM,C,20.5
8/14/15 2:15:00 PM,C,20
8/14/15 2:45:00 PM,C,20
8/14/15 3:15:00 PM,C,20
8/14/15 3:45:00 PM,C,20.5
8/14/15 4:15:00 PM,C,21
8/14/15 4:45:00 PM,C,21
8/14/15 5:15:00 PM,C,21.5
8/14/15 5:45:00 PM,C,21.5
8/14/15 6:15:00 PM,C,21.5
8/14/15 6:45:00 PM,C,21.5
8/14/15 7:15:00 PM,C,21
8/14/15 7:45:00 PM,C,20.5
8/14/15 8:15:00 PM,C,19.5
8/14/15 8:45:00 PM,C,18.5
8/14/15 9:15:00 PM,C,18
8/14/15 9:45:00 PM,C,17.5
8/14/15 10:15:00 PM,C,17.5
8/14/15 10:45:00 PM,C,17.5
8/14/15 11:15:00 PM,C,17.5
8/14/15 11:45:00 PM,C,17
8/15/15 12:15:00 AM,C,17
8/15/15 12:45:00 AM,C,17
8/15/15 1:15:00 AM,C,17
8/15/15 1:45:00 AM,C,17
8/15/15 2:15:00 AM,C,17
