"","size1mm","year","breeding","population","province","figure"
"762",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"763",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"764",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"765",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"766",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"767",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"768",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"769",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"770",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"771",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"772",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"773",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"774",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"775",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"776",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"777",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"778",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"779",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"780",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"781",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"782",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"783",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"784",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"785",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"786",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"787",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"788",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"789",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"790",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"791",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"792",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"793",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"794",28,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"795",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"796",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"797",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"798",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"799",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"800",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"801",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"802",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"803",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"804",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"805",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"806",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"807",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"808",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"809",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"810",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"811",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"812",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"813",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"814",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"815",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"816",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"817",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"818",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"819",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"820",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"821",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"822",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"823",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"824",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"825",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"826",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"827",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"828",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"829",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"830",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"831",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"832",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"833",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"834",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"835",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"836",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"837",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"838",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"839",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"840",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"841",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"842",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"843",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"844",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"845",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"846",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"847",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"848",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"849",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"850",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"851",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"852",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"853",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"854",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"855",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"856",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"857",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"858",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"859",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"860",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"861",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"862",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"863",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"864",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"865",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"866",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"867",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"868",29,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"869",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"870",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"871",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"872",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"873",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"874",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"875",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"876",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"877",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"878",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"879",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"880",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"881",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"882",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"883",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"884",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"885",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"886",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"887",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"888",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"889",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"890",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"891",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"892",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"893",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"894",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"895",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"896",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"897",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"898",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"899",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"900",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"901",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"902",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"903",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"904",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"905",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"906",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"907",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"908",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"909",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"910",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"911",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"912",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"913",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"914",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"915",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"916",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"917",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"918",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"919",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"920",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"921",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"922",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"923",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"924",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"925",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"926",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"927",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"928",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"929",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"930",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"931",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"932",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"933",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"934",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"935",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"936",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"937",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"938",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"939",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"940",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"941",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"942",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"943",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"944",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"945",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"946",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"947",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"948",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"949",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"950",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"951",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"952",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"953",30,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"954",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"955",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"956",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"957",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"958",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"959",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"960",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"961",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"962",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"963",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"964",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"965",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"966",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"967",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"968",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"969",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"970",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"971",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"972",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"973",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"974",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"975",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"976",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"977",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"978",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"979",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"980",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"981",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"982",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"983",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"984",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"985",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"986",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"987",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"988",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"989",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"990",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"991",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"992",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"993",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"994",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"995",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"996",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"997",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"998",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"999",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1000",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1001",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1002",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1003",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1004",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1005",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1006",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1007",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1008",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1009",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1010",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1011",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1012",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1013",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1014",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1015",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1016",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1017",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1018",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1019",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1020",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1021",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1022",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1023",31,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1024",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1025",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1026",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1027",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1028",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1029",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1030",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1031",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1032",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1033",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1034",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1035",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1036",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1037",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1038",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
"1039",32,1969,0,"V_VI","TS_SB_43S_UCV_CV","Spight_1974_Ecology_Fig2"
